lsa,operator,technology,month,year,speed_mbps
Bihar,JIO,4G,2,2025,8.5517578125
Haryana,JIO,4G,2,2025,0.5419921875
Andhra Pradesh,AIRTEL,4G,2,2025,33.6455078125
Bihar,JIO,4G,2,2025,8.9111328125
West Bengal,JIO,4G,2,2025,8.935546875
Haryana,JIO,4G,2,2025,8.7080078125
Bihar,JIO,4G,2,2025,66.912109375
UP East,CELLONE,4G,2,2025,12.208984375
Tamil Nadu,AIRTEL,4G,2,2025,6.755859375
Tamil Nadu,JIO,4G,2,2025,2.8359375
Tamil Nadu,AIRTEL,4G,2,2025,11.3388671875
Bihar,JIO,4G,2,2025,8.93359375
Orissa,JIO,4G,2,2025,0.453125
Bihar,JIO,4G,2,2025,1.3876953125
West Bengal,JIO,4G,2,2025,8.57421875
Rajasthan,CELLONE,4G,2,2025,6.7919921875
Rajasthan,CELLONE,4G,2,2025,3.8916015625
Andhra Pradesh,JIO,4G,2,2025,1.369140625
Haryana,AIRTEL,4G,2,2025,2.2138671875
UP West,AIRTEL,4G,2,2025,7.099609375
Punjab,JIO,4G,2,2025,10.126953125
Maharashtra,JIO,4G,2,2025,12.55859375
Haryana,JIO,4G,2,2025,1.7958984375
Rajasthan,JIO,4G,2,2025,8.9755859375
Haryana,AIRTEL,4G,2,2025,18.1396484375
Orissa,JIO,4G,2,2025,15.6298828125
UP East,JIO,4G,2,2025,23.328125
Rajasthan,JIO,4G,2,2025,8.9638671875
Kerala,AIRTEL,4G,2,2025,16.876953125
Kerala,Vi India,4G,2,2025,4.6806640625
Bihar,Vi India,4G,2,2025,0.3984375
Haryana,AIRTEL,4G,2,2025,3.337890625
Maharashtra,JIO,4G,2,2025,72.1455078125
Haryana,JIO,4G,2,2025,5.1796875
Haryana,JIO,4G,2,2025,68.7109375
Haryana,JIO,4G,2,2025,72.7177734375
Rajasthan,Vi India,4G,2,2025,1.009765625
Maharashtra,JIO,4G,2,2025,65.154296875
Mumbai,Vi India,4G,2,2025,6.4599609375
Bihar,JIO,4G,2,2025,8.7744140625
Bihar,JIO,4G,2,2025,4.6435546875
UP East,CELLONE,4G,2,2025,2.62890625
Maharashtra,JIO,4G,2,2025,60.4736328125
West Bengal,JIO,4G,2,2025,74.1328125
Andhra Pradesh,AIRTEL,4G,2,2025,2.2236328125
Haryana,AIRTEL,4G,2,2025,14.7490234375
Bihar,JIO,4G,2,2025,72.951171875
Madhya Pradesh,Vi India,4G,2,2025,1.1201171875
Orissa,AIRTEL,4G,2,2025,0.1962890625
Bihar,JIO,4G,2,2025,2.5
Maharashtra,JIO,4G,2,2025,50.923828125
Kerala,JIO,4G,2,2025,2.08984375
Bihar,JIO,4G,2,2025,6.6015625
Andhra Pradesh,AIRTEL,4G,2,2025,8.056640625
Maharashtra,JIO,4G,2,2025,8.9013671875
Maharashtra,JIO,4G,2,2025,8.9453125
Kolkata,Vi India,4G,2,2025,12.2451171875
Haryana,AIRTEL,4G,2,2025,0.5849609375
Karnataka,CELLONE,4G,2,2025,0.658203125
West Bengal,JIO,4G,2,2025,43.2451171875
West Bengal,JIO,4G,2,2025,54.796875
Bihar,JIO,4G,2,2025,4.7392578125
Rajasthan,CELLONE,3G,2,2025,1.591796875
Madhya Pradesh,CELLONE,4G,2,2025,6.1484375
Madhya Pradesh,CELLONE,4G,2,2025,3.546875
Mumbai,JIO,4G,2,2025,7.404296875
West Bengal,JIO,4G,2,2025,8.3291015625
West Bengal,JIO,4G,2,2025,67.3525390625
Bihar,JIO,4G,2,2025,8.9150390625
Bihar,JIO,4G,2,2025,68.7568359375
Bihar,JIO,4G,2,2025,8.955078125
Maharashtra,AIRTEL,4G,2,2025,2.7216796875
Andhra Pradesh,JIO,4G,2,2025,23.701171875
Delhi,AIRTEL,4G,2,2025,38.5361328125
Bihar,JIO,4G,2,2025,72.791015625
Bihar,JIO,4G,2,2025,4.76171875
Haryana,JIO,4G,2,2025,4.794921875
Bihar,JIO,4G,2,2025,72.1884765625
Chennai,AIRTEL,4G,2,2025,8.6513671875
Tamil Nadu,Vi India,4G,2,2025,9.7724609375
Haryana,JIO,4G,2,2025,2.2978515625
West Bengal,JIO,4G,2,2025,41.919921875
West Bengal,JIO,4G,2,2025,8.9306640625
West Bengal,JIO,4G,2,2025,8.7392578125
Maharashtra,JIO,4G,2,2025,8.927734375
Gujarat,JIO,4G,2,2025,12.4150390625
Haryana,AIRTEL,4G,2,2025,14.3984375
Kerala,Vi India,4G,2,2025,0.6025390625
Maharashtra,JIO,4G,2,2025,71.7734375
Haryana,JIO,4G,2,2025,0.0791015625
Maharashtra,JIO,4G,2,2025,11.8720703125
Karnataka,JIO,4G,2,2025,0.76171875
West Bengal,JIO,4G,2,2025,8.1025390625
Madhya Pradesh,Vi India,4G,2,2025,17.3330078125
Haryana,JIO,4G,2,2025,1.939453125
Kerala,CELLONE,4G,2,2025,6.083984375
Madhya Pradesh,Vi India,4G,2,2025,19.1865234375
Andhra Pradesh,AIRTEL,4G,2,2025,23.1142578125
Tamil Nadu,Vi India,4G,2,2025,8.12109375
Karnataka,JIO,4G,2,2025,8.9794921875
Maharashtra,JIO,4G,2,2025,8.98046875
Kerala,JIO,4G,2,2025,5.064453125
Haryana,AIRTEL,4G,2,2025,24.88671875
Andhra Pradesh,AIRTEL,4G,2,2025,14.671875
Maharashtra,JIO,4G,2,2025,9.0029296875
Gujarat,Vi India,4G,2,2025,10.2763671875
Maharashtra,JIO,4G,2,2025,70.0361328125
Haryana,JIO,4G,2,2025,71.365234375
Haryana,JIO,4G,2,2025,4.728515625
Bihar,JIO,4G,2,2025,37.119140625
West Bengal,JIO,4G,2,2025,4.42578125
Maharashtra,JIO,4G,2,2025,8.4111328125
Maharashtra,JIO,4G,2,2025,74.29296875
Bihar,JIO,4G,2,2025,5.3779296875
Bihar,JIO,4G,2,2025,62.6943359375
Bihar,JIO,4G,2,2025,70.619140625
Maharashtra,JIO,4G,2,2025,70.818359375
West Bengal,JIO,4G,2,2025,4.71875
Delhi,AIRTEL,4G,2,2025,21.529296875
Karnataka,CELLONE,4G,2,2025,17.8525390625
West Bengal,JIO,4G,2,2025,70.205078125
Andhra Pradesh,JIO,4G,2,2025,35.306640625
Haryana,AIRTEL,4G,2,2025,7.19921875
Rajasthan,JIO,4G,2,2025,20.4912109375
Andhra Pradesh,AIRTEL,4G,2,2025,2.4912109375
West Bengal,Vi India,4G,2,2025,1.123046875
Haryana,JIO,4G,2,2025,12.2373046875
Haryana,JIO,4G,2,2025,4.6171875
Bihar,JIO,4G,2,2025,4.720703125
Haryana,JIO,4G,2,2025,8.7861328125
Bihar,JIO,4G,2,2025,4.7353515625
Haryana,JIO,4G,2,2025,50.1279296875
Andhra Pradesh,CELLONE,4G,2,2025,21.9013671875
Bihar,JIO,4G,2,2025,4.765625
Maharashtra,JIO,4G,2,2025,66.30859375
Orissa,CELLONE,4G,2,2025,5.580078125
Haryana,AIRTEL,4G,2,2025,9.3359375
Delhi,AIRTEL,4G,2,2025,1.8203125
West Bengal,JIO,4G,2,2025,67.603515625
UP East,CELLONE,3G,2,2025,1.802734375
West Bengal,JIO,4G,2,2025,67.2744140625
Tamil Nadu,JIO,4G,2,2025,0.0302734375
Maharashtra,JIO,4G,2,2025,8.9541015625
West Bengal,JIO,4G,2,2025,0.4404296875
Delhi,JIO,4G,2,2025,6.759765625
Haryana,JIO,4G,2,2025,5.6015625
UP West,JIO,4G,2,2025,48.140625
Madhya Pradesh,JIO,4G,2,2025,1.154296875
Madhya Pradesh,JIO,4G,2,2025,1.07421875
Karnataka,AIRTEL,4G,2,2025,4.2119140625
Haryana,JIO,4G,2,2025,0.4140625
Maharashtra,JIO,4G,2,2025,26.48828125
Maharashtra,AIRTEL,4G,2,2025,17.806640625
Haryana,AIRTEL,4G,2,2025,1.0556640625
Haryana,JIO,4G,2,2025,40.2421875
UP East,AIRTEL,4G,2,2025,25.7294921875
UP West,AIRTEL,4G,2,2025,39.7197265625
Bihar,AIRTEL,4G,2,2025,9.583984375
Orissa,Vi India,4G,2,2025,17.0244140625
Maharashtra,JIO,4G,2,2025,66.1953125
Haryana,AIRTEL,4G,2,2025,0.8212890625
Mumbai,JIO,4G,2,2025,45.0830078125
Haryana,AIRTEL,4G,2,2025,6.4228515625
Maharashtra,JIO,4G,2,2025,5.4072265625
Karnataka,Vi India,4G,2,2025,0.1474609375
West Bengal,JIO,4G,2,2025,68.09765625
Madhya Pradesh,AIRTEL,4G,2,2025,9.5185546875
West Bengal,JIO,4G,2,2025,65.8017578125
Haryana,JIO,4G,2,2025,5.98046875
Haryana,JIO,4G,2,2025,53.234375
Haryana,AIRTEL,4G,2,2025,8.0771484375
West Bengal,JIO,4G,2,2025,71.2861328125
Maharashtra,JIO,4G,2,2025,3.572265625
Haryana,JIO,4G,2,2025,57.8642578125
Maharashtra,JIO,4G,2,2025,59.1826171875
West Bengal,JIO,4G,2,2025,70.0830078125
Tamil Nadu,JIO,4G,2,2025,17.09375
Maharashtra,JIO,4G,2,2025,4.2275390625
West Bengal,JIO,4G,2,2025,68.689453125
Bihar,JIO,4G,2,2025,38.1181640625
West Bengal,JIO,4G,2,2025,31.9638671875
UP East,AIRTEL,4G,2,2025,1.3876953125
Maharashtra,JIO,4G,2,2025,7.1767578125
Mumbai,JIO,4G,2,2025,66.1669921875
Karnataka,JIO,4G,2,2025,4.767578125
Kerala,CELLONE,4G,2,2025,2.2705078125
Mumbai,JIO,4G,2,2025,41.390625
Bihar,JIO,4G,2,2025,69.4453125
Bihar,JIO,4G,2,2025,66.3408203125
Bihar,JIO,4G,2,2025,6.556640625
Assam,AIRTEL,4G,2,2025,0.8974609375
Karnataka,JIO,4G,2,2025,6.9404296875
Bihar,JIO,4G,2,2025,8.8388671875
Haryana,JIO,4G,2,2025,44.7177734375
Bihar,JIO,4G,2,2025,62.73046875
Rajasthan,JIO,4G,2,2025,5.14453125
Haryana,JIO,4G,2,2025,0.16796875
West Bengal,CELLONE,3G,2,2025,4.7353515625
Haryana,JIO,4G,2,2025,72.1240234375
Bihar,JIO,4G,2,2025,43.65625
UP East,AIRTEL,4G,2,2025,0.44140625
West Bengal,JIO,4G,2,2025,71.7705078125
Bihar,JIO,4G,2,2025,71.4228515625
Maharashtra,JIO,4G,2,2025,43.306640625
Bihar,JIO,4G,2,2025,3.5341796875
Kolkata,CELLONE,4G,2,2025,3.818359375
West Bengal,JIO,4G,2,2025,4.7890625
Maharashtra,JIO,4G,2,2025,8.46875
Rajasthan,Vi India,4G,2,2025,7.2314453125
Maharashtra,JIO,4G,2,2025,52.5966796875
Maharashtra,JIO,4G,2,2025,64.3671875
Tamil Nadu,JIO,4G,2,2025,6.1455078125
Andhra Pradesh,CELLONE,4G,2,2025,0.5859375
West Bengal,JIO,4G,2,2025,47.71484375
Haryana,JIO,4G,2,2025,72.298828125
Haryana,AIRTEL,4G,2,2025,7.2607421875
Andhra Pradesh,JIO,4G,2,2025,72.83203125
Haryana,AIRTEL,4G,2,2025,0.421875
Rajasthan,Vi India,4G,2,2025,6.716796875
Tamil Nadu,AIRTEL,4G,2,2025,0.69140625
Haryana,AIRTEL,4G,2,2025,0.416015625
Mumbai,JIO,4G,2,2025,67.6845703125
Maharashtra,JIO,4G,2,2025,4.6806640625
Kerala,Vi India,4G,2,2025,1.310546875
Mumbai,JIO,4G,2,2025,8.96484375
Maharashtra,JIO,4G,2,2025,0.3388671875
Karnataka,JIO,4G,2,2025,4.771484375
Maharashtra,JIO,4G,2,2025,44.537109375
Rajasthan,JIO,4G,2,2025,0.5400390625
Madhya Pradesh,JIO,4G,2,2025,1.3095703125
West Bengal,JIO,4G,2,2025,59.875
Punjab,JIO,4G,2,2025,16.8076171875
Maharashtra,JIO,4G,2,2025,3.2919921875
Haryana,JIO,4G,2,2025,1.296875
West Bengal,JIO,4G,2,2025,8.96484375
Haryana,AIRTEL,4G,2,2025,20.5498046875
West Bengal,JIO,4G,2,2025,72.8271484375
Delhi,AIRTEL,4G,2,2025,6.568359375
West Bengal,JIO,4G,2,2025,74.015625
Maharashtra,JIO,4G,2,2025,42.4599609375
Kerala,Vi India,4G,2,2025,1.2646484375
Kolkata,JIO,4G,2,2025,14.95703125
West Bengal,JIO,4G,2,2025,37.9111328125
Delhi,JIO,4G,2,2025,0.0537109375
Bihar,JIO,4G,2,2025,70.6923828125
West Bengal,JIO,4G,2,2025,67.755859375
Gujarat,JIO,4G,2,2025,1.6875
Maharashtra,JIO,4G,2,2025,4.5927734375
Mumbai,JIO,4G,2,2025,69.01171875
Maharashtra,JIO,4G,2,2025,57.1416015625
UP East,CELLONE,4G,2,2025,4.2509765625
Mumbai,JIO,4G,2,2025,4.9111328125
Bihar,JIO,4G,2,2025,0.6884765625
Haryana,JIO,4G,2,2025,3.5615234375
Assam,AIRTEL,4G,2,2025,3.4501953125
West Bengal,JIO,4G,2,2025,8.8095703125
Madhya Pradesh,JIO,4G,2,2025,1.9521484375
Assam,AIRTEL,4G,2,2025,24.865234375
Andhra Pradesh,AIRTEL,4G,2,2025,34.56640625
Gujarat,AIRTEL,4G,2,2025,35.0283203125
Haryana,AIRTEL,4G,2,2025,16.66015625
Bihar,AIRTEL,4G,2,2025,12.5478515625
West Bengal,JIO,4G,2,2025,67.453125
Punjab,CELLONE,4G,2,2025,13.6484375
Bihar,JIO,4G,2,2025,3.3251953125
Bihar,JIO,4G,2,2025,47.4853515625
Mumbai,JIO,4G,2,2025,65.931640625
Bihar,JIO,4G,2,2025,69.3173828125
Mumbai,JIO,4G,2,2025,6.4169921875
UP West,JIO,4G,2,2025,7.5146484375
Mumbai,JIO,4G,2,2025,65.3369140625
West Bengal,JIO,4G,2,2025,52.4189453125
Orissa,AIRTEL,4G,2,2025,18.41015625
West Bengal,JIO,4G,2,2025,66.6904296875
Bihar,JIO,4G,2,2025,68.138671875
West Bengal,JIO,4G,2,2025,55.2255859375
Bihar,JIO,4G,2,2025,75.8671875
Rajasthan,JIO,4G,2,2025,0.115234375
Haryana,AIRTEL,4G,2,2025,16.244140625
Karnataka,CELLONE,4G,2,2025,3.6494140625
Bihar,JIO,4G,2,2025,67.75390625
Madhya Pradesh,Vi India,4G,2,2025,4.427734375
Madhya Pradesh,JIO,4G,2,2025,2.4345703125
Bihar,JIO,4G,2,2025,68.8935546875
Kolkata,AIRTEL,4G,2,2025,5.634765625
Andhra Pradesh,AIRTEL,4G,2,2025,17.0166015625
Maharashtra,JIO,4G,2,2025,8.9541015625
Andhra Pradesh,JIO,4G,2,2025,70.84765625
Mumbai,JIO,4G,2,2025,8.931640625
Maharashtra,JIO,4G,2,2025,1.642578125
Andhra Pradesh,JIO,4G,2,2025,4.658203125
Maharashtra,JIO,4G,2,2025,8.9599609375
Maharashtra,JIO,4G,2,2025,8.84375
Mumbai,JIO,4G,2,2025,43.9765625
Kerala,CELLONE,4G,2,2025,4.158203125
Kerala,JIO,4G,2,2025,14.0498046875
Mumbai,JIO,4G,2,2025,55.03125
Haryana,JIO,4G,2,2025,3.3349609375
Haryana,JIO,4G,2,2025,34.1904296875
Tamil Nadu,JIO,4G,2,2025,4.693359375
Haryana,AIRTEL,4G,2,2025,1.6259765625
Bihar,JIO,4G,2,2025,67.806640625
Bihar,JIO,4G,2,2025,8.8662109375
UP East,CELLONE,4G,2,2025,2.6962890625
Haryana,AIRTEL,4G,2,2025,24.0634765625
Delhi,JIO,4G,2,2025,4.2666015625
Maharashtra,JIO,4G,2,2025,8.9521484375
Maharashtra,JIO,4G,2,2025,8.91015625
Maharashtra,JIO,4G,2,2025,2.7314453125
Haryana,AIRTEL,4G,2,2025,0.4541015625
Haryana,JIO,4G,2,2025,2.841796875
Mumbai,JIO,4G,2,2025,28.375
Maharashtra,JIO,4G,2,2025,44.9609375
Andhra Pradesh,AIRTEL,4G,2,2025,3.1259765625
West Bengal,JIO,4G,2,2025,72.3076171875
Haryana,JIO,4G,2,2025,63.8447265625
Kerala,JIO,4G,2,2025,4.65234375
Maharashtra,JIO,4G,2,2025,5.8828125
Haryana,AIRTEL,4G,2,2025,21.9658203125
Punjab,CELLONE,4G,2,2025,7.572265625
Jammu & Kashmir,CELLONE,4G,2,2025,19.1103515625
West Bengal,Vi India,4G,2,2025,6.88671875
Orissa,JIO,4G,2,2025,0.6982421875
Rajasthan,CELLONE,3G,2,2025,0.8955078125
Rajasthan,AIRTEL,4G,2,2025,0.53515625
Mumbai,JIO,4G,2,2025,68.353515625
West Bengal,JIO,4G,2,2025,7.7138671875
Bihar,JIO,4G,2,2025,8.857421875
Bihar,JIO,4G,2,2025,68.0751953125
Maharashtra,JIO,4G,2,2025,1.1630859375
Mumbai,JIO,4G,2,2025,3.1337890625
West Bengal,JIO,4G,2,2025,4.6201171875
Bihar,AIRTEL,4G,2,2025,1.3212890625
Haryana,JIO,4G,2,2025,8.8759765625
Haryana,JIO,4G,2,2025,69.5302734375
Gujarat,CELLONE,3G,2,2025,0.716796875
Andhra Pradesh,JIO,4G,2,2025,2.8974609375
UP West,JIO,4G,2,2025,0.2529296875
Haryana,JIO,4G,2,2025,73.677734375
Madhya Pradesh,Vi India,4G,2,2025,16.06640625
Maharashtra,JIO,4G,2,2025,8.6337890625
Maharashtra,JIO,4G,2,2025,52.2021484375
Maharashtra,JIO,4G,2,2025,8.97265625
West Bengal,JIO,4G,2,2025,8.9404296875
Haryana,JIO,4G,3,2025,8.0224609375
Karnataka,JIO,4G,3,2025,2.8515625
Orissa,AIRTEL,4G,3,2025,2.7783203125
Haryana,AIRTEL,4G,3,2025,3.1728515625
Maharashtra,JIO,4G,3,2025,2.4384765625
Madhya Pradesh,Vi India,4G,3,2025,3.7041015625
Haryana,JIO,4G,3,2025,17.05859375
Gujarat,AIRTEL,4G,3,2025,2.5810546875
Rajasthan,AIRTEL,4G,3,2025,0.81640625
Haryana,AIRTEL,4G,3,2025,0.203125
Kolkata,Vi India,4G,3,2025,21.4619140625
Karnataka,JIO,4G,3,2025,0.498046875
UP East,JIO,4G,3,2025,8.080078125
Haryana,AIRTEL,4G,3,2025,1.5625
Karnataka,AIRTEL,4G,3,2025,6.2138671875
Kerala,Vi India,4G,3,2025,5.5556640625
Andhra Pradesh,AIRTEL,4G,3,2025,7.56640625
Kerala,JIO,4G,3,2025,24.41796875
Haryana,AIRTEL,4G,3,2025,20.2021484375
Kolkata,JIO,4G,3,2025,12.3837890625
West Bengal,JIO,4G,3,2025,3.59375
Kolkata,Vi India,4G,3,2025,20.5859375
West Bengal,JIO,4G,3,2025,3.185546875
Rajasthan,CELLONE,4G,3,2025,5.5673828125
UP West,CELLONE,4G,3,2025,0.423828125
West Bengal,JIO,4G,3,2025,78.740234375
Kerala,CELLONE,3G,3,2025,1.193359375
West Bengal,JIO,4G,3,2025,79.2236328125
Delhi,JIO,4G,3,2025,0.0673828125
Bihar,JIO,4G,3,2025,79.244140625
Haryana,JIO,4G,3,2025,8.98828125
Maharashtra,CELLONE,4G,3,2025,3.484375
Bihar,JIO,4G,3,2025,8.921875
Madhya Pradesh,AIRTEL,4G,3,2025,11.3125
Bihar,AIRTEL,4G,3,2025,2.3095703125
Tamil Nadu,JIO,4G,3,2025,0.1181640625
Kerala,Vi India,4G,3,2025,1.02734375
UP East,AIRTEL,4G,3,2025,0.3515625
Tamil Nadu,JIO,4G,3,2025,7.6533203125
Haryana,JIO,4G,3,2025,14.7646484375
Haryana,AIRTEL,4G,3,2025,1.7197265625
Maharashtra,Vi India,4G,3,2025,2.1943359375
UP East,JIO,4G,3,2025,41.6806640625
Haryana,JIO,4G,3,2025,4.52734375
Bihar,JIO,4G,3,2025,7.5146484375
Haryana,JIO,4G,3,2025,4.595703125
Kerala,JIO,4G,3,2025,1.521484375
Haryana,JIO,4G,3,2025,80.1044921875
Haryana,JIO,4G,3,2025,80.6259765625
Rajasthan,JIO,4G,3,2025,5.4560546875
Haryana,JIO,4G,3,2025,81.0712890625
Haryana,AIRTEL,4G,3,2025,6.8671875
Chennai,AIRTEL,4G,3,2025,1.0224609375
Bihar,JIO,4G,3,2025,80.1669921875
Haryana,JIO,4G,3,2025,1.154296875
Karnataka,AIRTEL,4G,3,2025,4.919921875
Karnataka,JIO,4G,3,2025,3.248046875
Karnataka,JIO,4G,3,2025,81.544921875
Haryana,JIO,4G,3,2025,2.6904296875
West Bengal,JIO,4G,3,2025,55.1318359375
Gujarat,AIRTEL,4G,3,2025,25.5400390625
Haryana,JIO,4G,3,2025,79.8740234375
Haryana,JIO,4G,3,2025,4.7080078125
Karnataka,JIO,4G,3,2025,77.8369140625
Rajasthan,CELLONE,4G,3,2025,1.50390625
West Bengal,JIO,4G,3,2025,7.384765625
Orissa,JIO,4G,3,2025,2.2080078125
Haryana,JIO,4G,3,2025,1.7392578125
West Bengal,JIO,4G,3,2025,8.955078125
Madhya Pradesh,JIO,4G,3,2025,5.099609375
Haryana,AIRTEL,4G,3,2025,42.27734375
Haryana,JIO,4G,3,2025,5.7666015625
Orissa,CELLONE,4G,3,2025,0.9990234375
Tamil Nadu,JIO,4G,3,2025,4.060546875
Kerala,Vi India,4G,3,2025,0.8046875
Andhra Pradesh,JIO,4G,3,2025,15.4931640625
West Bengal,JIO,4G,3,2025,5.3955078125
West Bengal,JIO,4G,3,2025,80.9345703125
Haryana,JIO,4G,3,2025,50.3076171875
Bihar,JIO,4G,3,2025,1.43359375
Bihar,JIO,4G,3,2025,56.95703125
Bihar,JIO,4G,3,2025,4.7314453125
UP East,Vi India,4G,3,2025,6.2822265625
Maharashtra,JIO,4G,3,2025,8.0546875
Delhi,Vi India,4G,3,2025,4.80859375
Haryana,JIO,4G,3,2025,42.337890625
Haryana,JIO,4G,3,2025,44.3525390625
Karnataka,JIO,4G,3,2025,81.1298828125
Karnataka,JIO,4G,3,2025,8.4169921875
Punjab,CELLONE,4G,3,2025,5.796875
Haryana,JIO,4G,3,2025,8.9677734375
West Bengal,JIO,4G,3,2025,7.3369140625
Kolkata,JIO,4G,3,2025,13.763671875
West Bengal,JIO,4G,3,2025,80.515625
Bihar,JIO,4G,3,2025,16.5244140625
UP West,JIO,4G,3,2025,1.55859375
Delhi,JIO,4G,3,2025,10.1796875
Haryana,JIO,4G,3,2025,27.2119140625
Maharashtra,AIRTEL,4G,3,2025,33.1240234375
Maharashtra,JIO,4G,3,2025,2.6396484375
Haryana,JIO,4G,3,2025,64.220703125
Karnataka,JIO,4G,3,2025,80.466796875
West Bengal,JIO,4G,3,2025,3.513671875
Kerala,AIRTEL,4G,3,2025,6.1865234375
Bihar,JIO,4G,3,2025,6.541015625
West Bengal,JIO,4G,3,2025,79.173828125
Haryana,JIO,4G,3,2025,1.34375
Orissa,AIRTEL,4G,3,2025,38.740234375
Haryana,JIO,4G,3,2025,8.96875
Haryana,JIO,4G,3,2025,81.5029296875
Haryana,Vi India,4G,3,2025,9.15625
UP East,JIO,4G,3,2025,52.48046875
Bihar,JIO,4G,3,2025,79.587890625
Haryana,AIRTEL,4G,3,2025,7.4638671875
Bihar,JIO,4G,3,2025,8.9765625
West Bengal,JIO,4G,3,2025,8.28125
Karnataka,JIO,4G,3,2025,3.3837890625
Tamil Nadu,CELLONE,4G,3,2025,0.1923828125
West Bengal,JIO,4G,3,2025,45.3271484375
Andhra Pradesh,JIO,4G,3,2025,47.3212890625
Bihar,AIRTEL,4G,3,2025,20.220703125
West Bengal,JIO,4G,3,2025,81.287109375
Bihar,JIO,4G,3,2025,21.48828125
Andhra Pradesh,AIRTEL,4G,3,2025,23.052734375
Haryana,AIRTEL,4G,3,2025,1.228515625
Andhra Pradesh,AIRTEL,4G,3,2025,0.11328125
Rajasthan,AIRTEL,4G,3,2025,0.9541015625
Bihar,AIRTEL,4G,3,2025,10.408203125
Haryana,JIO,4G,3,2025,80.7783203125
Kerala,Vi India,4G,3,2025,3.1455078125
Haryana,JIO,4G,3,2025,44.408203125
Mumbai,Vi India,4G,3,2025,3.9765625
Haryana,JIO,4G,3,2025,9.0087890625
West Bengal,JIO,4G,3,2025,51.1318359375
Karnataka,JIO,4G,3,2025,50.6953125
Haryana,JIO,4G,3,2025,5.9609375
Haryana,JIO,4G,3,2025,81.6552734375
Bihar,JIO,4G,3,2025,81.0107421875
Orissa,Vi India,4G,3,2025,7.3056640625
Mumbai,JIO,4G,3,2025,0.1162109375
Haryana,AIRTEL,4G,3,2025,0.37890625
West Bengal,JIO,4G,3,2025,80.4091796875
Karnataka,JIO,4G,3,2025,37.84375
Kerala,JIO,4G,3,2025,0.2021484375
Kolkata,Vi India,4G,3,2025,13.38671875
Andhra Pradesh,JIO,4G,3,2025,4.935546875
Maharashtra,JIO,4G,3,2025,5.0751953125
Bihar,JIO,4G,3,2025,79.3642578125
Haryana,JIO,4G,3,2025,22.291015625
Maharashtra,AIRTEL,4G,3,2025,0.521484375
Tamil Nadu,Vi India,4G,3,2025,22.86328125
Tamil Nadu,Vi India,4G,3,2025,5.716796875
Maharashtra,AIRTEL,4G,3,2025,9.9638671875
West Bengal,JIO,4G,3,2025,80.900390625
North East,JIO,4G,3,2025,0.19140625
Assam,JIO,4G,3,2025,1.2099609375
Kolkata,Vi India,4G,3,2025,0.74609375
Tamil Nadu,JIO,4G,3,2025,1.580078125
Andhra Pradesh,JIO,4G,3,2025,34.728515625
Karnataka,JIO,4G,3,2025,60.0166015625
West Bengal,JIO,4G,3,2025,80.7041015625
Haryana,JIO,4G,3,2025,72.5576171875
Tamil Nadu,AIRTEL,4G,3,2025,2.873046875
Tamil Nadu,AIRTEL,4G,3,2025,7.3896484375
West Bengal,JIO,4G,3,2025,4.7216796875
Karnataka,JIO,4G,3,2025,80.171875
Bihar,JIO,4G,3,2025,3.740234375
West Bengal,JIO,4G,3,2025,8.970703125
Haryana,JIO,4G,3,2025,0.798828125
Bihar,JIO,4G,3,2025,45.4560546875
Haryana,JIO,4G,3,2025,8.9658203125
Madhya Pradesh,JIO,4G,3,2025,1.40625
West Bengal,JIO,4G,3,2025,8.9794921875
Haryana,JIO,4G,3,2025,81.0166015625
UP East,JIO,4G,3,2025,5.7333984375
Rajasthan,CELLONE,3G,3,2025,3.4384765625
Karnataka,JIO,4G,3,2025,81.078125
Haryana,JIO,4G,3,2025,8.9892578125
Bihar,JIO,4G,3,2025,8.900390625
West Bengal,JIO,4G,3,2025,77.6240234375
West Bengal,JIO,4G,3,2025,8.9833984375
Haryana,JIO,4G,3,2025,4.9462890625
Bihar,JIO,4G,3,2025,2.1396484375
Haryana,JIO,4G,3,2025,18.869140625
Maharashtra,AIRTEL,4G,3,2025,118.8017578125
Maharashtra,Vi India,4G,3,2025,8.77734375
Haryana,JIO,4G,3,2025,46.4423828125
Karnataka,JIO,4G,3,2025,3.328125
Karnataka,JIO,4G,3,2025,49.7138671875
Haryana,JIO,4G,3,2025,33.1552734375
Karnataka,JIO,4G,3,2025,4.861328125
Haryana,JIO,4G,3,2025,4.798828125
West Bengal,JIO,4G,3,2025,8.99609375
West Bengal,JIO,4G,3,2025,81.421875
Karnataka,JIO,4G,3,2025,4.5693359375
West Bengal,JIO,4G,3,2025,31.2646484375
Haryana,JIO,4G,3,2025,3.8564453125
Andhra Pradesh,CELLONE,4G,3,2025,4.9287109375
UP West,CELLONE,3G,3,2025,1.7529296875
West Bengal,JIO,4G,3,2025,80.8447265625
Bihar,JIO,4G,3,2025,49.0068359375
Bihar,JIO,4G,3,2025,4.599609375
Karnataka,JIO,4G,3,2025,62.83203125
Haryana,JIO,4G,3,2025,42.6552734375
Andhra Pradesh,AIRTEL,4G,3,2025,12.685546875
Gujarat,CELLONE,4G,3,2025,9.150390625
West Bengal,JIO,4G,3,2025,8.9736328125
Kerala,AIRTEL,4G,3,2025,0.4033203125
Bihar,JIO,4G,3,2025,0.34765625
Delhi,AIRTEL,4G,3,2025,4.13671875
